id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
5067,41,technician,single,NA,cellular,2701,yes,no,0,unknown,278,0,0
5068,40,admin.,single,secondary,cellular,2040,yes,no,2,low,906,557.1,0
5069,50,management,married,tertiary,cellular,-470,yes,no,1,low,130,0,0
5070,58,retired,married,secondary,cellular,992,no,no,0,unknown,46,0,0
5071,38,blue-collar,married,secondary,NA,20,yes,no,0,unknown,402,0,0
5072,37,blue-collar,married,secondary,cellular,604,yes,no,1,low,371,351.66,0
5073,42,blue-collar,single,secondary,cellular,382,yes,no,0,unknown,294,0,0
5074,30,services,single,secondary,cellular,114,no,yes,0,unknown,110,0,0
5075,56,housemaid,married,primary,cellular,2666,yes,yes,0,unknown,94,0,0
5076,47,blue-collar,married,secondary,telephone,1110,yes,no,0,unknown,329,0,0
5077,29,management,single,secondary,NA,293,yes,no,0,unknown,188,0,0
5078,36,technician,married,secondary,NA,84,yes,no,0,unknown,67,0,0
5079,34,services,single,secondary,cellular,418,yes,no,0,unknown,247,0,0
5080,26,admin.,single,secondary,cellular,1327,no,no,4,low,104,0,0
5081,42,management,divorced,tertiary,NA,1116,yes,no,0,unknown,88,0,0
5082,54,retired,married,secondary,telephone,1371,no,no,0,unknown,1492,108.75,0
5083,39,admin.,married,secondary,cellular,9618,yes,no,1,low,94,0,0
5084,41,management,single,tertiary,cellular,0,yes,no,0,unknown,509,0,0
5085,46,services,married,secondary,cellular,-119,yes,no,0,unknown,151,0,0
5086,21,blue-collar,single,secondary,cellular,682,no,no,0,unknown,266,359.7,0
5087,25,admin.,single,secondary,cellular,18,yes,no,0,unknown,129,0,0
5088,41,unemployed,married,secondary,cellular,510,no,no,0,unknown,61,0,0
5089,44,unemployed,married,secondary,cellular,0,yes,no,2,low,58,0,0
5090,47,blue-collar,divorced,primary,cellular,1927,yes,no,3,low,130,0,0
5091,33,management,divorced,tertiary,cellular,2885,no,no,0,unknown,1051,820.7,0
5092,30,blue-collar,married,secondary,cellular,321,yes,no,0,unknown,738,0,0
5093,41,technician,married,secondary,cellular,2123,no,no,2,low,232,0,0
5094,36,admin.,single,secondary,cellular,133,no,no,14,unknown,632,0,0
5095,38,blue-collar,married,secondary,NA,926,no,yes,0,unknown,189,0,0
5096,37,entrepreneur,single,tertiary,NA,-274,yes,yes,0,unknown,237,0,0
5097,46,blue-collar,married,NA,NA,-619,yes,no,0,unknown,96,0,0
5098,55,blue-collar,married,primary,NA,472,no,no,0,unknown,80,0,0
5099,55,management,married,primary,NA,229,no,yes,0,unknown,175,0,0
5100,24,student,single,secondary,cellular,867,no,no,8,unknown,135,0,0
5101,36,student,single,NA,NA,36,yes,no,0,unknown,705,0,0
5102,35,management,married,tertiary,cellular,93,no,no,1,unknown,198,0,0
5103,53,admin.,married,secondary,cellular,10541,no,no,1,high,164,1547.15,0
5104,41,technician,married,secondary,NA,767,yes,yes,0,unknown,204,0,0
5105,52,services,divorced,secondary,cellular,6,no,no,0,unknown,156,0,0
5106,52,blue-collar,married,secondary,cellular,8180,yes,no,1,low,81,0,0
5107,41,housemaid,married,secondary,cellular,13,no,no,0,unknown,155,0,0
5108,55,blue-collar,married,primary,telephone,137,no,no,0,unknown,377,0,0
5109,38,blue-collar,married,secondary,NA,863,no,no,0,unknown,78,0,0
5110,35,blue-collar,married,secondary,cellular,731,yes,no,0,unknown,179,0,0
5111,35,technician,single,tertiary,cellular,0,yes,no,0,unknown,411,0,0
5112,33,management,single,secondary,NA,0,no,no,0,unknown,190,0,0
5113,38,admin.,married,secondary,cellular,46,no,no,0,unknown,48,0,0
5114,18,student,single,NA,telephone,35,no,no,0,unknown,104,0,0
5115,25,student,single,secondary,NA,722,yes,no,0,unknown,172,0,0
5116,50,admin.,married,tertiary,telephone,0,no,no,0,unknown,253,0,0
5117,58,blue-collar,married,primary,telephone,0,no,no,0,unknown,181,0,0
5118,30,services,single,secondary,NA,187,yes,no,0,unknown,110,0,0
5119,32,blue-collar,married,primary,cellular,183,yes,no,3,unknown,308,0,0
5120,39,management,married,tertiary,cellular,1802,no,no,2,low,129,0,0
5121,34,management,single,tertiary,cellular,647,yes,no,0,unknown,392,0,0
5122,36,management,divorced,tertiary,cellular,36,yes,no,6,low,227,0,0
5123,30,technician,single,secondary,cellular,175,no,no,0,unknown,167,0,0
5124,54,admin.,single,secondary,telephone,1958,no,no,6,low,179,0,0
5125,46,blue-collar,married,primary,cellular,-271,yes,no,0,unknown,65,0,0
5126,54,housemaid,married,NA,cellular,0,no,no,3,unknown,94,0,0
5127,35,services,married,NA,NA,2,no,no,0,unknown,221,0,0
5128,34,blue-collar,married,primary,cellular,6718,no,no,1,unknown,278,0,0
5129,34,blue-collar,married,primary,cellular,2320,yes,no,0,unknown,63,0,0
5130,46,technician,divorced,secondary,NA,79,no,no,0,unknown,144,0,0
5131,54,retired,married,primary,NA,208,no,no,0,unknown,255,0,0
5132,36,self-employed,single,tertiary,cellular,0,yes,no,0,unknown,204,0,0
5133,46,management,married,tertiary,cellular,1950,no,no,0,unknown,56,0,0
5134,54,retired,single,secondary,NA,515,yes,no,0,unknown,205,0,0
5135,81,retired,divorced,primary,cellular,4321,no,no,0,unknown,163,0,0
5136,26,admin.,single,tertiary,cellular,2170,yes,no,1,low,81,0,0
5137,48,technician,single,secondary,cellular,1245,no,no,1,unknown,169,0,0
5138,54,management,divorced,tertiary,cellular,6410,no,no,0,unknown,101,0,0
5139,38,management,divorced,tertiary,cellular,2350,no,no,0,unknown,234,0,0
5140,40,entrepreneur,married,secondary,cellular,2663,yes,yes,0,unknown,289,0,0
5141,43,admin.,single,secondary,cellular,426,yes,no,2,low,76,0,0
5142,40,technician,divorced,secondary,cellular,0,yes,no,0,unknown,67,0,0
5143,34,blue-collar,single,secondary,NA,-108,yes,no,0,unknown,290,0,0
5144,33,technician,divorced,secondary,cellular,801,no,no,0,unknown,341,397.23,0
5145,60,unemployed,married,primary,cellular,0,no,no,1,unknown,1193,285.52,0
5146,65,unemployed,divorced,secondary,cellular,588,no,no,1,high,110,0,0
5147,44,management,married,tertiary,cellular,309,yes,no,0,unknown,676,319.81,0
5148,36,admin.,single,secondary,cellular,22,yes,no,0,unknown,77,0,0
5149,45,technician,single,secondary,cellular,792,no,no,0,unknown,111,0,0
5150,53,admin.,married,secondary,cellular,459,no,no,1,high,317,0,0
5151,28,admin.,single,secondary,cellular,-181,yes,yes,4,low,429,0,0
5152,49,blue-collar,married,primary,cellular,-14,yes,no,0,unknown,115,0,0
5153,38,management,married,tertiary,cellular,89,yes,no,10,low,71,0,0
5154,38,entrepreneur,married,NA,cellular,1134,yes,no,3,low,249,0,0
5155,37,blue-collar,married,secondary,cellular,4321,no,no,0,unknown,657,786.8,0
5156,29,blue-collar,single,secondary,cellular,922,yes,no,0,unknown,72,0,0
5157,47,admin.,married,secondary,NA,1060,yes,no,0,unknown,83,0,0
5158,40,blue-collar,married,secondary,NA,11084,no,no,0,unknown,113,0,0
5159,50,technician,married,secondary,cellular,103,yes,no,6,low,109,0,0
5160,33,blue-collar,married,secondary,NA,0,yes,no,0,unknown,190,0,0
5161,44,technician,married,tertiary,cellular,1818,yes,yes,0,unknown,247,0,0
5162,59,management,married,tertiary,cellular,5397,no,no,3,high,244,1360.85,0
5163,44,technician,married,secondary,NA,0,no,no,0,unknown,302,0,0
5164,22,services,single,primary,NA,35,yes,no,0,unknown,106,0,0
5165,56,retired,married,secondary,cellular,0,no,no,0,unknown,71,0,0
5166,35,technician,single,secondary,cellular,3490,yes,no,0,unknown,643,708.89,0
5167,52,management,married,tertiary,cellular,11650,yes,no,0,unknown,48,0,0
5168,31,management,single,secondary,NA,783,yes,no,0,unknown,320,0,0
5169,38,technician,single,secondary,NA,0,yes,no,0,unknown,64,0,0
5170,52,admin.,married,primary,cellular,0,yes,no,0,unknown,218,0,0
5171,44,self-employed,single,tertiary,cellular,1367,yes,no,1,unknown,1232,561.59,0
5172,26,blue-collar,single,secondary,NA,96,yes,no,0,unknown,181,0,0
5173,43,technician,married,secondary,cellular,0,yes,no,0,unknown,154,0,0
5174,58,technician,divorced,secondary,NA,0,yes,no,0,unknown,273,0,0
5175,41,housemaid,divorced,secondary,telephone,43,yes,no,0,unknown,198,0,0
5176,49,technician,married,primary,NA,230,yes,no,0,unknown,96,0,0
5177,53,management,married,tertiary,cellular,0,no,no,0,unknown,240,0,0
5178,32,unemployed,divorced,primary,cellular,0,no,no,0,unknown,175,0,0
5179,41,admin.,single,tertiary,cellular,873,yes,no,0,unknown,16,0,0
5180,35,blue-collar,married,primary,cellular,22,yes,no,2,unknown,1190,287.98,0
5181,34,services,single,secondary,cellular,-374,yes,no,0,unknown,672,310.44,0
5182,35,blue-collar,married,primary,cellular,21,no,no,0,unknown,121,0,0
5183,38,management,married,tertiary,cellular,1463,yes,no,0,unknown,425,0,0
5184,49,unemployed,divorced,tertiary,cellular,780,no,no,2,low,148,0,0
5185,48,management,married,tertiary,cellular,11,yes,no,0,unknown,102,0,0
5186,32,blue-collar,married,secondary,cellular,5,no,no,0,unknown,269,0,0
5187,32,blue-collar,single,secondary,cellular,2696,yes,no,3,low,238,0,0
5188,41,admin.,married,secondary,cellular,2993,yes,no,0,unknown,24,0,0
5189,34,blue-collar,married,secondary,cellular,-257,yes,no,4,low,160,0,0
5190,32,admin.,single,secondary,NA,289,no,no,0,unknown,255,0,0
5191,41,unemployed,married,secondary,cellular,0,yes,yes,0,unknown,400,0,0
5192,27,blue-collar,single,secondary,cellular,113,no,no,0,unknown,39,0,0
5193,52,blue-collar,married,primary,NA,-63,yes,no,0,unknown,560,0,0
5194,35,blue-collar,married,primary,NA,624,yes,no,0,unknown,163,0,0
5195,31,management,married,tertiary,NA,91,no,no,0,unknown,145,0,0
5196,50,entrepreneur,married,tertiary,NA,-52,yes,no,0,unknown,166,0,0
5197,43,management,married,tertiary,cellular,1264,yes,no,0,unknown,102,0,0
5198,53,blue-collar,married,primary,NA,1294,no,no,0,unknown,71,0,0
5199,25,student,single,secondary,telephone,331,no,no,0,unknown,170,47.62,0
5200,55,services,married,secondary,cellular,529,yes,no,0,unknown,137,0,0
5201,41,blue-collar,married,secondary,cellular,49,yes,no,0,unknown,342,0,0
5202,47,self-employed,married,secondary,cellular,318,no,no,0,unknown,83,0,0
5203,35,management,married,secondary,NA,839,yes,no,0,unknown,50,0,0
5204,37,technician,single,secondary,NA,435,yes,no,0,unknown,210,0,0
5205,53,blue-collar,married,secondary,cellular,6112,no,no,0,unknown,211,1002.38,0
5206,35,unemployed,single,secondary,cellular,221,no,no,0,unknown,374,0,0
5207,72,retired,married,secondary,cellular,1129,no,no,1,high,208,97.85,0
5208,44,services,married,secondary,cellular,972,yes,no,0,unknown,294,0,0
5209,40,blue-collar,married,primary,NA,1613,yes,no,0,unknown,541,0,0
5210,34,management,married,tertiary,cellular,224,no,no,0,unknown,108,0,0
5211,48,housemaid,divorced,secondary,cellular,-621,no,yes,0,unknown,552,0,0
5212,38,admin.,married,secondary,cellular,0,yes,no,0,unknown,175,0,0
5213,47,blue-collar,divorced,primary,cellular,409,yes,no,1,unknown,143,0,0
5214,40,technician,single,secondary,cellular,96,no,yes,0,unknown,181,0,0
5215,27,student,single,tertiary,cellular,0,no,no,0,unknown,82,283.37,0
5216,32,admin.,single,secondary,cellular,554,yes,no,5,low,101,0,0
5217,27,technician,single,secondary,cellular,639,yes,no,5,high,119,0,0
5218,31,technician,single,secondary,cellular,49,yes,no,0,unknown,234,0,0
5219,29,services,married,primary,NA,321,yes,no,0,unknown,196,0,0
5220,32,unemployed,single,secondary,cellular,5670,no,no,0,unknown,326,0,0
5221,36,self-employed,married,secondary,cellular,188,yes,yes,2,high,1046,151.36,0
5222,31,technician,single,secondary,cellular,388,no,no,0,unknown,144,0,0
5223,54,technician,married,secondary,cellular,1299,yes,no,0,unknown,104,0,0
5224,46,blue-collar,married,secondary,cellular,-70,yes,no,0,unknown,219,0,0
5225,37,blue-collar,single,primary,NA,0,no,no,0,unknown,39,0,0
5226,33,technician,married,tertiary,cellular,0,yes,no,0,unknown,65,0,0
5227,33,technician,married,secondary,cellular,3572,yes,no,0,unknown,85,0,0
5228,27,blue-collar,married,secondary,cellular,1024,no,no,0,unknown,280,0,0
5229,34,blue-collar,married,primary,NA,1031,yes,no,0,unknown,751,377.17,0
5230,34,technician,married,secondary,cellular,96,no,no,0,unknown,113,0,0
5231,58,retired,married,primary,cellular,69,no,no,0,unknown,76,0,0
5232,38,admin.,married,secondary,NA,0,yes,no,0,unknown,225,0,0
5233,55,technician,married,secondary,NA,276,yes,no,0,unknown,486,0,0
5234,63,management,married,tertiary,cellular,2785,no,no,3,high,341,864.14,0
5235,46,blue-collar,married,primary,cellular,620,yes,no,0,unknown,174,0,0
5236,35,technician,single,NA,cellular,0,no,no,0,unknown,81,0,0
5237,38,technician,single,tertiary,NA,1113,no,no,0,unknown,34,0,0
5238,44,admin.,divorced,secondary,cellular,-179,yes,no,0,unknown,333,0,0
5239,26,blue-collar,single,primary,cellular,2363,no,yes,0,unknown,569,0,0
5240,47,management,married,tertiary,NA,414,no,no,0,unknown,387,0,0
5241,33,services,single,secondary,cellular,489,yes,no,1,unknown,297,336.82,0
5242,51,management,divorced,tertiary,cellular,323,yes,no,0,unknown,356,0,0
5243,49,blue-collar,married,tertiary,NA,1784,no,no,0,unknown,753,0,0
5244,29,admin.,single,secondary,NA,-44,yes,no,0,unknown,166,0,0
5245,50,blue-collar,married,secondary,NA,-253,no,no,0,unknown,43,0,0
5246,26,blue-collar,single,tertiary,cellular,644,no,no,0,unknown,346,409.43,0
5247,60,technician,married,tertiary,NA,0,no,no,0,unknown,320,0,0
5248,43,housemaid,married,primary,NA,18,yes,yes,0,unknown,192,0,0
5249,57,retired,married,tertiary,cellular,478,no,no,1,low,70,0,0
5250,38,services,married,secondary,cellular,282,no,no,0,unknown,360,0,0
5251,40,admin.,divorced,secondary,cellular,399,yes,yes,2,low,166,0,0
5252,31,admin.,single,secondary,cellular,523,no,yes,5,low,323,0,0
5253,41,services,married,secondary,NA,0,yes,no,0,unknown,203,0,0
5254,28,services,single,secondary,NA,348,yes,no,0,unknown,86,0,0
5255,51,management,single,tertiary,NA,3087,yes,no,0,unknown,86,0,0
5256,56,blue-collar,married,secondary,telephone,1255,yes,no,0,unknown,145,0,0
5257,42,admin.,divorced,secondary,cellular,-67,no,no,0,unknown,137,0,0
5258,59,management,married,tertiary,cellular,2239,no,no,1,high,377,738.71,0
5259,28,technician,single,tertiary,cellular,875,yes,no,0,unknown,55,0,0
5260,56,blue-collar,married,NA,cellular,3197,no,no,0,unknown,83,0,0
5261,54,housemaid,married,primary,cellular,179,no,no,0,unknown,132,0,0
5262,41,technician,divorced,secondary,cellular,611,yes,no,0,unknown,157,0,0
5263,30,technician,married,secondary,cellular,239,yes,no,10,low,58,0,0
5264,59,management,married,tertiary,cellular,2365,no,yes,4,low,36,0,0
5265,30,blue-collar,single,secondary,NA,0,yes,no,0,unknown,5,0,0
5266,58,retired,married,primary,telephone,2969,no,no,0,unknown,130,0,0
5267,56,admin.,married,secondary,NA,292,yes,no,0,unknown,228,0,0
5268,60,unemployed,single,tertiary,cellular,361,no,no,0,unknown,1837,0,0
5269,50,admin.,single,secondary,cellular,167,no,yes,0,unknown,201,0,0
5270,24,technician,single,secondary,cellular,-540,yes,no,0,unknown,190,0,0
5271,49,entrepreneur,married,secondary,cellular,687,no,no,0,unknown,65,0,0
5272,49,management,divorced,tertiary,cellular,178,no,no,0,unknown,174,0,0
5273,41,blue-collar,married,secondary,cellular,-664,yes,yes,0,unknown,185,0,0
5274,26,management,single,secondary,cellular,651,no,yes,0,unknown,84,0,0
5275,36,admin.,married,secondary,NA,1601,yes,no,0,unknown,163,0,0
5276,28,technician,single,secondary,cellular,456,no,no,0,unknown,16,0,0
5277,49,blue-collar,married,secondary,cellular,119,yes,no,0,unknown,78,0,0
5278,38,admin.,married,secondary,cellular,257,yes,no,0,unknown,10,0,0
5279,44,technician,divorced,secondary,cellular,0,no,no,0,unknown,56,0,0
5280,59,unemployed,married,secondary,cellular,0,no,no,0,unknown,74,0,0
5281,50,management,married,tertiary,cellular,2366,no,no,1,unknown,816,737.11,0
5282,32,management,married,tertiary,cellular,2102,yes,no,0,unknown,220,0,0
5283,49,management,married,NA,cellular,0,no,no,0,unknown,99,0,0
5284,31,technician,single,secondary,cellular,2916,no,no,0,unknown,174,0,0
5285,28,blue-collar,married,secondary,NA,781,yes,no,0,unknown,749,0,0
5286,33,student,single,tertiary,cellular,4,yes,no,0,unknown,203,0,0
5287,37,technician,married,tertiary,cellular,4596,yes,no,4,high,218,0,0
5288,45,admin.,divorced,secondary,cellular,397,yes,yes,2,high,582,140.47,0
5289,31,unemployed,single,tertiary,cellular,1489,yes,no,0,unknown,678,0,0
5290,47,technician,married,secondary,cellular,1740,yes,no,1,low,502,0,0
5291,43,blue-collar,married,primary,cellular,60,no,no,2,unknown,487,0,0
5292,32,technician,single,secondary,cellular,0,no,no,0,unknown,92,0,0
5293,54,management,married,primary,cellular,0,yes,yes,0,unknown,95,0,0
5294,37,entrepreneur,married,secondary,NA,5064,yes,no,0,unknown,79,0,0
5295,46,management,married,secondary,cellular,-27,yes,no,0,unknown,289,0,0
5296,32,admin.,married,secondary,cellular,3540,yes,no,1,low,213,0,0
5297,31,admin.,divorced,secondary,NA,53,yes,no,0,unknown,128,0,0
5298,27,admin.,single,secondary,NA,295,yes,no,0,unknown,148,0,0
5299,41,housemaid,married,secondary,cellular,304,no,no,0,unknown,132,0,0
5300,32,services,married,secondary,cellular,387,yes,no,0,unknown,340,0,0
5301,49,blue-collar,married,secondary,cellular,825,yes,no,0,unknown,22,0,0
5302,53,services,married,secondary,cellular,-363,yes,no,0,unknown,201,0,0
5303,33,technician,married,secondary,cellular,14850,yes,no,0,unknown,122,0,0
5304,49,technician,married,secondary,NA,775,yes,no,0,unknown,135,0,0
5305,36,blue-collar,married,secondary,cellular,1949,yes,no,3,low,48,0,0
5306,38,blue-collar,divorced,secondary,telephone,0,yes,no,5,high,162,269.18,0
5307,41,technician,single,secondary,cellular,5329,no,no,0,unknown,397,904.68,0
5308,55,technician,married,secondary,cellular,55,no,yes,0,unknown,19,0,0
5309,41,entrepreneur,married,primary,cellular,0,yes,yes,0,unknown,311,0,0
5310,64,retired,married,primary,telephone,12067,no,no,2,high,367,750,0
5311,31,management,single,secondary,cellular,20,yes,no,0,unknown,141,0,0
5312,55,services,divorced,primary,NA,653,no,no,0,unknown,800,0,0
5313,38,blue-collar,married,secondary,cellular,168,no,yes,0,unknown,151,0,0
5314,41,retired,single,secondary,cellular,1734,yes,no,4,low,151,0,0
5315,36,technician,married,secondary,cellular,191,no,no,0,unknown,69,0,0
5316,58,retired,married,primary,NA,121,yes,no,0,unknown,50,0,0
5317,32,technician,single,tertiary,cellular,388,no,no,3,high,100,0,0
5318,73,retired,married,NA,cellular,739,no,no,0,unknown,210,75.28,0
5319,51,management,married,tertiary,cellular,1612,yes,no,1,low,61,0,0
5320,37,blue-collar,married,secondary,cellular,-158,yes,yes,0,unknown,892,0,0
5321,38,technician,married,secondary,cellular,581,yes,no,1,low,223,0,0
5322,31,management,single,tertiary,cellular,363,no,no,0,unknown,94,0,0
5323,41,admin.,married,secondary,NA,1245,no,no,0,unknown,140,0,0
5324,27,student,single,secondary,cellular,3,no,no,0,unknown,131,0,0
5325,28,technician,single,tertiary,NA,-214,yes,no,0,unknown,140,0,0
5326,48,blue-collar,married,primary,cellular,346,yes,no,0,unknown,188,0,0
5327,27,technician,single,tertiary,cellular,28,no,no,0,unknown,174,0,0
5328,45,admin.,married,secondary,cellular,434,no,yes,0,unknown,180,0,0
5329,40,management,married,tertiary,cellular,2014,no,no,0,unknown,209,0,0
5330,33,management,married,tertiary,cellular,808,yes,no,0,unknown,12,0,0
5331,28,admin.,single,secondary,cellular,1277,no,no,0,unknown,475,410.92,0
